PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;20.6248;45;203.2
DN250;273.05;25.4;45;254
DN300;323.85;28.575;45;304.8
DN350;355.6;31.75;45;355.6
DN400;406.4;36.5252;45;406.4
DN450;457.2;39.6748;45;457.2
DN500;508;44.45;45;508
DN550;558.8;47.625;45;558.8
DN600;609.6;66.548;45;609.6
