PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;6.35;90;304.8
DN250;273.05;6.35;90;381
DN300;323.85;6.35;90;457.2
DN350;355.6;7.9248;90;533.4
DN400;406.4;7.9248;90;609.6
DN450;457.2;7.9248;90;685.8
DN500;508;9.525;90;762
DN550;558.8;9.525;90;838.2
DN600;609.6;9.525;90;914.4
