PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;10.3124;90;203.2
DN250;273.05;12.7;90;254
DN300;323.85;14.2748;90;304.8
DN350;355.6;15.0876;90;355.6
DN400;406.4;16.6624;90;406.4
DN450;457.2;19.05;90;457.2
DN500;508;20.6248;90;508
DN550;558.8;22.225;90;558.8
DN600;609.6;24.6126;90;609.6
