PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;20.6248;90;304.8
DN250;273.05;25.4;90;381
DN300;323.85;28.575;90;457.2
DN350;355.6;31.75;90;533.4
DN400;406.4;36.5252;90;609.6
DN450;457.2;39.6748;90;685.8
DN500;508;44.45;90;762
DN550;558.8;47.625;90;838.2
DN600;609.6;66.548;90;914.4
