PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;20.6248;90;203.2
DN250;273.05;25.4;90;254
DN300;323.85;28.575;90;304.8
DN350;355.6;31.75;90;355.6
DN400;406.4;36.5252;90;406.4
DN450;457.2;39.6748;90;457.2
DN500;508;44.45;90;508
DN550;558.8;47.625;90;558.8
DN600;609.6;66.548;90;609.6
