PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;15.0876;90;304.8
DN250;273.05;18.2626;90;381
DN300;323.85;21.4376;90;457.2
DN350;355.6;23.8252;90;533.4
DN400;406.4;26.1874;90;609.6
DN450;457.2;29.3624;90;685.8
DN500;508;32.5374;90;762
DN550;558.8;34.925;90;838.2
DN600;609.6;38.8874;90;914.4
