PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;6.35;45;203.2
DN250;273.05;6.35;45;254
DN300;323.85;6.35;45;304.8
DN350;355.6;7.9248;45;355.6
DN400;406.4;7.9248;45;406.4
DN450;457.2;7.9248;45;457.2
DN500;508;9.525;45;508
DN550;558.8;9.525;45;558.8
DN600;609.6;9.525;45;609.6
