PSize;OD;thk;BendAngle;BendRadius
DN100;114.3;11.1252;90;101.6
DN125;141.3002;12.7;90;127
DN150;168.275;14.2748;90;152.4
DN200;219.075;18.2626;90;203.2
DN250;273.05;21.4376;90;254
DN300;323.85;25.4;90;304.8
DN350;355.6;27.7876;90;355.6
DN400;406.4;30.9626;90;406.4
DN450;457.2;34.925;90;457.2
DN500;508;38.1;90;508
DN550;558.8;41.275;90;558.8
DN600;609.6;46.0248;90;609.6
