PSize;OD;thk;BendAngle;BendRadius
DN100;114.3;11.1252;45;101.6
DN125;141.3002;12.7;45;127
DN150;168.275;14.2748;45;152.4
DN200;219.075;18.2626;45;203.2
DN250;273.05;21.4376;45;254
DN300;323.85;25.4;45;304.8
DN350;355.6;27.7876;45;355.6
DN400;406.4;30.9626;45;406.4
DN450;457.2;34.925;45;457.2
DN500;508;38.1;45;508
DN550;558.8;41.275;45;558.8
DN600;609.6;46.0248;45;609.6
