PSize;OD;thk;BendAngle;BendRadius
DN200;219.075;6.35;90;203.2
DN250;273.05;6.35;90;254
DN300;323.85;6.35;90;304.8
DN350;355.6;7.9248;90;355.6
DN400;406.4;7.9248;90;406.4
DN450;457.2;7.9248;90;457.2
DN500;508;9.525;90;508
DN550;558.8;9.525;90;558.8
DN600;609.6;9.525;90;609.6
